district,Location,full_Location,lon,lat,candidate,votes,party,Rank
074 Oakville,1320 Cornwall Road,1320 Cornwall Road; Oakville; Ontario; Canada,-79.66387767982414,43.47356634415392,GPO,153,GPO,4.0
074 Oakville,SHERIDAN PUBLIC SCHOOL,SHERIDAN PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.68993425311018,43.48170055,GPO,38,GPO,5.0
074 Oakville,SIR JOHN COLBORNE REC. CENTRE FOR SNR.,SIR JOHN COLBORNE REC. CENTRE FOR SNR.; Oakville; Ontario; Canada,-79.666672,43.447436,GPO,46,GPO,5.0
074 Oakville,SIR RICHARD TOWERS,SIR RICHARD TOWERS; Oakville; Ontario; Canada,-79.696777,43.405214,GPO,7,GPO,4.0
074 Oakville,SOVEREIGN I,SOVEREIGN I; Oakville; Ontario; Canada,-79.708004,43.400241,GPO,1,GPO,5.0
074 Oakville,SOVEREIGN II,SOVEREIGN II; Oakville; Ontario; Canada,-79.708004,43.400241,GPO,7,GPO,3.0
074 Oakville,ST. BERNADETTE C.E.S.,ST. BERNADETTE C.E.S.; Oakville; Ontario; Canada,-79.737916,43.429593,GPO,40,GPO,4.0
074 Oakville,ST. CUTHBERT'S ANGLICAN CHURCH,ST. CUTHBERT'S ANGLICAN CHURCH; Oakville; Ontario; Canada,-79.6494862,43.4727825,GPO,31,GPO,4.0
074 Oakville,ST. DOMINIC CATHOLIC ELEMENTARY SCHOOL,ST. DOMINIC CATHOLIC ELEMENTARY SCHOOL; Oakville; Ontario; Canada,-79.71949684972499,43.400545300000005,GPO,72,GPO,4.0
074 Oakville,ST. DOMINIC PARISH,ST. DOMINIC PARISH; Oakville; Ontario; Canada,-79.718803,43.399677,GPO,53,GPO,5.0
074 Oakville,ST. JUDE'S ANGLICAN CHURCH,ST. JUDE'S ANGLICAN CHURCH; Oakville; Ontario; Canada,-79.666672,43.447436,GPO,35,GPO,3.0
074 Oakville,ST. MARGUERITE D'YOUVILLE SCHOOL,ST. MARGUERITE D'YOUVILLE SCHOOL; Oakville; Ontario; Canada,-79.678184,43.434807,GPO,23,GPO,5.0
074 Oakville,ST. MATTHEW C.E.S.,ST. MATTHEW C.E.S.; Oakville; Ontario; Canada,-79.716585,43.440019,GPO,48,GPO,4.0
074 Oakville,ST. NICHOLAS C.E.S.,ST. NICHOLAS C.E.S.; Oakville; Ontario; Canada,-79.666672,43.447436,GPO,20,GPO,5.0
074 Oakville,ST. VINCENT CATHOLIC ELEMENTARY SCHOOL,ST. VINCENT CATHOLIC ELEMENTARY SCHOOL; Oakville; Ontario; Canada,-79.65615704326345,43.465538,GPO,32,GPO,4.0
074 Oakville,SUNNINGDALE PUBLIC SCHOOL,SUNNINGDALE PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.71220403770484,43.45867605,GPO,82,GPO,4.0
074 Oakville,SUNRISE SENIOR LIVING OAKVILLE,SUNRISE SENIOR LIVING OAKVILLE; Oakville; Ontario; Canada,-79.666672,43.447436,GPO,0,GPO,1.0
074 Oakville,T.A. BLAKELOCK HIGH SCHOOL,T.A. BLAKELOCK HIGH SCHOOL; Oakville; Ontario; Canada,-79.693725,43.419397,GPO,28,GPO,4.0
074 Oakville,THE KENSINGTON RETIREMENT RESIDENCE,THE KENSINGTON RETIREMENT RESIDENCE; Oakville; Ontario; Canada,-79.666672,43.447436,GPO,0,GPO,5.0
074 Oakville,THE LIGHTHOUSE CONDOS,THE LIGHTHOUSE CONDOS; Oakville; Ontario; Canada,-79.666672,43.447436,GPO,17,GPO,3.0
074 Oakville,THE OAKS HALTON C.C #61,THE OAKS HALTON C.C #61; Oakville; Ontario; Canada,-79.666672,43.447436,GPO,20,GPO,3.0
074 Oakville,THE SHORES CONDOS HSCC 612,THE SHORES CONDOS HSCC 612; Oakville; Ontario; Canada,-79.666672,43.447436,GPO,14,GPO,3.0
074 Oakville,TRAFALGAR LODGE RETIREMENT RESIDENCE,TRAFALGAR LODGE RETIREMENT RESIDENCE; Oakville; Ontario; Canada,-79.666672,43.447436,GPO,3,GPO,3.0
074 Oakville,VISTAMERE RETIREMENT RESIDENCE,VISTAMERE RETIREMENT RESIDENCE; Oakville; Ontario; Canada,-79.666672,43.447436,GPO,0,GPO,1.0
074 Oakville,W.H. MORDEN PUBLIC SCHOOL,W.H. MORDEN PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.6865214570808,43.4338352,GPO,31,GPO,5.0
074 Oakville,WALTON MEMORIAL UNITED CHURCH,WALTON MEMORIAL UNITED CHURCH; Oakville; Ontario; Canada,-79.71326662050407,43.39344765,GPO,75,GPO,3.0
074 Oakville,WHITE OAKS SECONDARY SCHOOL,WHITE OAKS SECONDARY SCHOOL; Oakville; Ontario; Canada,-79.70220537159366,43.461924100000005,GPO,44,GPO,5.0
074 Oakville,WYNDHAM MANOR,WYNDHAM MANOR; Oakville; Ontario; Canada,-79.67170019236333,43.4526489,GPO,2,GPO,4.0
074 Oakville,Ã.Ã.C. SAINTE-MARIE,Ã.Ã.C. SAINTE-MARIE; Oakville; Ontario; Canada,-79.666672,43.447436,GPO,36,GPO,5.0
074 Oakville,ÃCOLE PINE GROVE PUBLIC SCHOOL,ÃCOLE PINE GROVE PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.666672,43.447436,GPO,22,GPO,5.0
074 Oakville,1320 Cornwall Road,1320 Cornwall Road; Oakville; Ontario; Canada,-79.66387767982414,43.47356634415392,LIB,1631,LIB,1.0
074 Oakville,ABBEY LANE ELEMENTARY SCHOOL,ABBEY LANE ELEMENTARY SCHOOL; Oakville; Ontario; Canada,-79.666672,43.447436,LIB,294,LIB,2.0
074 Oakville,AMICA BRONTE HARBOUR,AMICA BRONTE HARBOUR; Oakville; Ontario; Canada,-79.703214,43.395417,LIB,33,LIB,2.0
074 Oakville,BIRCH GLEN CO-OP,BIRCH GLEN CO-OP; Oakville; Ontario; Canada,-79.666672,43.447436,LIB,17,LIB,1.0
074 Oakville,BRONTE HARBOUR CLUB,BRONTE HARBOUR CLUB; Oakville; Ontario; Canada,-79.71416021502537,43.39340145,LIB,55,LIB,2.0
074 Oakville,BROOKDALE PUBLIC SCHOOL,BROOKDALE PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.70366861460869,43.42462205,LIB,219,LIB,2.0
074 Oakville,CENTRAL WEST SPECIALIZED DEV. SERVICES,CENTRAL WEST SPECIALIZED DEV. SERVICES; Oakville; Ontario; Canada,-79.67795,43.442657,LIB,320,LIB,2.0
074 Oakville,DELMANOR GLEN ABBEY,DELMANOR GLEN ABBEY; Oakville; Ontario; Canada,-79.729894,43.43456,LIB,25,LIB,1.0
074 Oakville,EASTVIEW PUBLIC SCHOOL,EASTVIEW PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.70952465379693,43.401299550000005,LIB,290,LIB,1.0
074 Oakville,EMPORIUM AT JOSHUA CREEK - 2470,EMPORIUM AT JOSHUA CREEK - 2470; Oakville; Ontario; Canada,-79.666672,43.447436,LIB,9,LIB,2.0
074 Oakville,EMPORIUM AT JOSHUA CREEK - 2480,EMPORIUM AT JOSHUA CREEK - 2480; Oakville; Ontario; Canada,-79.666672,43.447436,LIB,49,LIB,2.0
074 Oakville,ENNISCLARE ON THE LAKE CONDOS - 2170,ENNISCLARE ON THE LAKE CONDOS - 2170; Oakville; Ontario; Canada,-79.772399,43.435567,LIB,58,LIB,2.0
074 Oakville,ENNISCLARE ON THE LAKE CONDOS - 2180,ENNISCLARE ON THE LAKE CONDOS - 2180; Oakville; Ontario; Canada,-79.772399,43.435567,LIB,79,LIB,1.0
074 Oakville,ENNISCLARE ON THE LAKE CONDOS - 2185,ENNISCLARE ON THE LAKE CONDOS - 2185; Oakville; Ontario; Canada,-79.772399,43.435567,LIB,120,LIB,1.0
074 Oakville,FALGARWOOD PUBLIC SCHOOL,FALGARWOOD PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.6835436347589,43.47932335,LIB,262,LIB,1.0
074 Oakville,GLADYS SPEERS PUBLIC  SCHOOL,GLADYS SPEERS PUBLIC  SCHOOL; Oakville; Ontario; Canada,-79.71501894489623,43.4098266,LIB,233,LIB,2.0
074 Oakville,GLEN ABBEY COMMUNITY CENTRE,GLEN ABBEY COMMUNITY CENTRE; Oakville; Ontario; Canada,-79.666672,43.447436,LIB,313,LIB,2.0
074 Oakville,GLEN ABBEY UNITED CHURCH,GLEN ABBEY UNITED CHURCH; Oakville; Ontario; Canada,-79.666672,43.447436,LIB,240,LIB,2.0
074 Oakville,GLEN OAKS CO-OP,GLEN OAKS CO-OP; Oakville; Ontario; Canada,-79.666672,43.447436,LIB,28,LIB,1.0
074 Oakville,GRACE LUTHERAN CHURCH,GRACE LUTHERAN CHURCH; Oakville; Ontario; Canada,-79.67597151791895,43.45442245,LIB,49,LIB,2.0
074 Oakville,HERITAGE GLEN PUBLIC SCHOOL,HERITAGE GLEN PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.74220870556996,43.4315635,LIB,348,LIB,2.0
074 Oakville,HOLY FAMILY C.E.S.,HOLY FAMILY C.E.S.; Oakville; Ontario; Canada,-79.687715,43.481911,LIB,205,LIB,2.0
074 Oakville,IROQUOIS RIDGE COMMUNITY CENTRE,IROQUOIS RIDGE COMMUNITY CENTRE; Oakville; Ontario; Canada,-79.70120718704354,43.48810695,LIB,272,LIB,2.0
074 Oakville,IROQUOIS RIDGE HIGH SCHOOL,IROQUOIS RIDGE HIGH SCHOOL; Oakville; Ontario; Canada,-79.69884236736546,43.4893703,LIB,209,LIB,2.0
074 Oakville,JAMES W. HILL P.S.,JAMES W. HILL P.S.; Oakville; Ontario; Canada,-79.666672,43.447436,LIB,455,LIB,2.0
074 Oakville,JEAN AND HOWARD CAINE APARTMENTS,JEAN AND HOWARD CAINE APARTMENTS; Oakville; Ontario; Canada,-79.66618102870184,43.44678095,LIB,25,LIB,2.0
074 Oakville,JOHN R. RHODES RESIDENCE,JOHN R. RHODES RESIDENCE; Oakville; Ontario; Canada,-79.666672,43.447436,LIB,46,LIB,1.0
074 Oakville,JOSHUA CREEK PUBLIC SCHOOL,JOSHUA CREEK PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.69758034210341,43.49926335,LIB,348,LIB,2.0
074 Oakville,JOSHUA'S CREEK ARENA,JOSHUA'S CREEK ARENA; Oakville; Ontario; Canada,-79.681013,43.495225,LIB,195,LIB,2.0
074 Oakville,MAPLE GROVE P.S.,MAPLE GROVE P.S.; Oakville; Ontario; Canada,-79.651298,43.473282,LIB,238,LIB,2.0
074 Oakville,MUNN'S PUBLIC SCHOOL,MUNN'S PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.7091849054978,43.46604715,LIB,180,LIB,2.0
074 Oakville,NEW CENTRAL PUBLIC SCHOOL,NEW CENTRAL PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.66154811735981,43.45393225,LIB,203,LIB,2.0
074 Oakville,OAKRIDGE HEIGHTS CONDOMINIUM - 60,OAKRIDGE HEIGHTS CONDOMINIUM - 60; Oakville; Ontario; Canada,-79.666672,43.447436,LIB,17,LIB,2.0
074 Oakville,OAKRIDGE HEIGHTS CONDOMINUIM - 40,OAKRIDGE HEIGHTS CONDOMINUIM - 40; Oakville; Ontario; Canada,-79.666672,43.447436,LIB,36,LIB,1.0
074 Oakville,OAKRIDGE HEIGHTS CONDOMINUIM - 50,OAKRIDGE HEIGHTS CONDOMINUIM - 50; Oakville; Ontario; Canada,-79.666672,43.447436,LIB,33,LIB,1.0
074 Oakville,OAKVILLE SENIOR CITIZENS RESIDENCE,OAKVILLE SENIOR CITIZENS RESIDENCE; Oakville; Ontario; Canada,-79.682093,43.455214,LIB,37,LIB,2.0
074 Oakville,OAKVILLE TOWN HALL,OAKVILLE TOWN HALL; Oakville; Ontario; Canada,-79.68764906171216,43.46734365,LIB,2178,LIB,2.0
074 Oakville,OAKVILLE TRAFALGAR COMMUNITY CENTRE,OAKVILLE TRAFALGAR COMMUNITY CENTRE; Oakville; Ontario; Canada,-79.67374926570358,43.45346475,LIB,1742,LIB,2.0
074 Oakville,OAKVILLE TRAFALGAR HIGH SCHOOL,OAKVILLE TRAFALGAR HIGH SCHOOL; Oakville; Ontario; Canada,-79.6535531581614,43.4720987,LIB,293,LIB,2.0
074 Oakville,OAKWOOD PUBLIC SCHOOL,OAKWOOD PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.68357399951097,43.44741325,LIB,199,LIB,1.0
074 Oakville,PILGRIM WOOD PUBLIC SCHOOL,PILGRIM WOOD PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.72847925335698,43.434772800000005,LIB,404,LIB,2.0
074 Oakville,QUEEN'S AVENUE RETIREMENT RESIDENCE,QUEEN'S AVENUE RETIREMENT RESIDENCE; Oakville; Ontario; Canada,-79.666672,43.447436,LIB,20,LIB,2.0
074 Oakville,RAIN & SENSES - 55 & 65 SPEERS,RAIN & SENSES - 55 & 65 SPEERS; Oakville; Ontario; Canada,-79.6867138,43.4473568,LIB,86,LIB,1.0
074 Oakville,REVERA CHURCHILL PLACE,REVERA CHURCHILL PLACE; Oakville; Ontario; Canada,-79.666672,43.447436,LIB,0,LIB,1.0
074 Oakville,ROEDEAN CO-OPERATIVE HOMES,ROEDEAN CO-OPERATIVE HOMES; Oakville; Ontario; Canada,-79.666672,43.447436,LIB,20,LIB,2.0
074 Oakville,ROYAL CANADIAN LEGION BRANCH 486,ROYAL CANADIAN LEGION BRANCH 486; Oakville; Ontario; Canada,-79.709398,43.467264,LIB,245,LIB,2.0
074 Oakville,SHERIDAN PUBLIC SCHOOL,SHERIDAN PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.68993425311018,43.48170055,LIB,255,LIB,2.0
074 Oakville,SIR JOHN COLBORNE REC. CENTRE FOR SNR.,SIR JOHN COLBORNE REC. CENTRE FOR SNR.; Oakville; Ontario; Canada,-79.666672,43.447436,LIB,333,LIB,2.0
074 Oakville,SIR RICHARD TOWERS,SIR RICHARD TOWERS; Oakville; Ontario; Canada,-79.696777,43.405214,LIB,22,LIB,2.0
074 Oakville,SOVEREIGN I,SOVEREIGN I; Oakville; Ontario; Canada,-79.708004,43.400241,LIB,17,LIB,2.0
074 Oakville,SOVEREIGN II,SOVEREIGN II; Oakville; Ontario; Canada,-79.708004,43.400241,LIB,19,LIB,2.0
074 Oakville,ST. BERNADETTE C.E.S.,ST. BERNADETTE C.E.S.; Oakville; Ontario; Canada,-79.737916,43.429593,LIB,288,LIB,2.0
074 Oakville,ST. CUTHBERT'S ANGLICAN CHURCH,ST. CUTHBERT'S ANGLICAN CHURCH; Oakville; Ontario; Canada,-79.6494862,43.4727825,LIB,233,LIB,2.0
074 Oakville,ST. DOMINIC CATHOLIC ELEMENTARY SCHOOL,ST. DOMINIC CATHOLIC ELEMENTARY SCHOOL; Oakville; Ontario; Canada,-79.71949684972499,43.400545300000005,LIB,413,LIB,2.0
074 Oakville,ST. DOMINIC PARISH,ST. DOMINIC PARISH; Oakville; Ontario; Canada,-79.718803,43.399677,LIB,478,LIB,2.0
074 Oakville,ST. JUDE'S ANGLICAN CHURCH,ST. JUDE'S ANGLICAN CHURCH; Oakville; Ontario; Canada,-79.666672,43.447436,LIB,238,LIB,2.0
074 Oakville,ST. MARGUERITE D'YOUVILLE SCHOOL,ST. MARGUERITE D'YOUVILLE SCHOOL; Oakville; Ontario; Canada,-79.678184,43.434807,LIB,125,LIB,2.0
074 Oakville,ST. MATTHEW C.E.S.,ST. MATTHEW C.E.S.; Oakville; Ontario; Canada,-79.716585,43.440019,LIB,289,LIB,2.0
074 Oakville,ST. NICHOLAS C.E.S.,ST. NICHOLAS C.E.S.; Oakville; Ontario; Canada,-79.666672,43.447436,LIB,131,LIB,2.0
074 Oakville,ST. VINCENT CATHOLIC ELEMENTARY SCHOOL,ST. VINCENT CATHOLIC ELEMENTARY SCHOOL; Oakville; Ontario; Canada,-79.65615704326345,43.465538,LIB,215,LIB,2.0
074 Oakville,SUNNINGDALE PUBLIC SCHOOL,SUNNINGDALE PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.71220403770484,43.45867605,LIB,340,LIB,2.0
074 Oakville,SUNRISE SENIOR LIVING OAKVILLE,SUNRISE SENIOR LIVING OAKVILLE; Oakville; Ontario; Canada,-79.666672,43.447436,LIB,0,LIB,1.0
074 Oakville,T.A. BLAKELOCK HIGH SCHOOL,T.A. BLAKELOCK HIGH SCHOOL; Oakville; Ontario; Canada,-79.693725,43.419397,LIB,219,LIB,2.0
074 Oakville,THE KENSINGTON RETIREMENT RESIDENCE,THE KENSINGTON RETIREMENT RESIDENCE; Oakville; Ontario; Canada,-79.666672,43.447436,LIB,16,LIB,2.0
074 Oakville,THE LIGHTHOUSE CONDOS,THE LIGHTHOUSE CONDOS; Oakville; Ontario; Canada,-79.666672,43.447436,LIB,24,LIB,2.0
074 Oakville,THE OAKS HALTON C.C #61,THE OAKS HALTON C.C #61; Oakville; Ontario; Canada,-79.666672,43.447436,LIB,45,LIB,2.0
074 Oakville,THE SHORES CONDOS HSCC 612,THE SHORES CONDOS HSCC 612; Oakville; Ontario; Canada,-79.666672,43.447436,LIB,43,LIB,2.0
074 Oakville,TRAFALGAR LODGE RETIREMENT RESIDENCE,TRAFALGAR LODGE RETIREMENT RESIDENCE; Oakville; Ontario; Canada,-79.666672,43.447436,LIB,11,LIB,2.0
074 Oakville,VISTAMERE RETIREMENT RESIDENCE,VISTAMERE RETIREMENT RESIDENCE; Oakville; Ontario; Canada,-79.666672,43.447436,LIB,0,LIB,1.0
074 Oakville,W.H. MORDEN PUBLIC SCHOOL,W.H. MORDEN PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.6865214570808,43.4338352,LIB,202,LIB,2.0
074 Oakville,WALTON MEMORIAL UNITED CHURCH,WALTON MEMORIAL UNITED CHURCH; Oakville; Ontario; Canada,-79.71326662050407,43.39344765,LIB,451,LIB,2.0
074 Oakville,WHITE OAKS SECONDARY SCHOOL,WHITE OAKS SECONDARY SCHOOL; Oakville; Ontario; Canada,-79.70220537159366,43.461924100000005,LIB,289,LIB,1.0
074 Oakville,WYNDHAM MANOR,WYNDHAM MANOR; Oakville; Ontario; Canada,-79.67170019236333,43.4526489,LIB,11,LIB,2.0
074 Oakville,Ã.Ã.C. SAINTE-MARIE,Ã.Ã.C. SAINTE-MARIE; Oakville; Ontario; Canada,-79.666672,43.447436,LIB,297,LIB,1.0
074 Oakville,ÃCOLE PINE GROVE PUBLIC SCHOOL,ÃCOLE PINE GROVE PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.666672,43.447436,LIB,192,LIB,2.0
074 Oakville,1320 Cornwall Road,1320 Cornwall Road; Oakville; Ontario; Canada,-79.66387767982414,43.47356634415392,NDP,208,NDP,3.0
074 Oakville,ABBEY LANE ELEMENTARY SCHOOL,ABBEY LANE ELEMENTARY SCHOOL; Oakville; Ontario; Canada,-79.666672,43.447436,NDP,57,NDP,3.0
074 Oakville,AMICA BRONTE HARBOUR,AMICA BRONTE HARBOUR; Oakville; Ontario; Canada,-79.703214,43.395417,NDP,2,NDP,5.0
074 Oakville,BIRCH GLEN CO-OP,BIRCH GLEN CO-OP; Oakville; Ontario; Canada,-79.666672,43.447436,NDP,15,NDP,2.0
074 Oakville,BRONTE HARBOUR CLUB,BRONTE HARBOUR CLUB; Oakville; Ontario; Canada,-79.71416021502537,43.39340145,NDP,13,NDP,4.0
